geoid,year,measure,value
020900008001000,2021,total_group_quarters,0
020900008001001,2021,total_group_quarters,1
020900008001002,2021,total_group_quarters,0
020900008001003,2021,total_group_quarters,0
020900008001004,2021,total_group_quarters,0
020900008001005,2021,total_group_quarters,0
020900008001006,2021,total_group_quarters,0
020900008001007,2021,total_group_quarters,0
020900008001008,2021,total_group_quarters,0
020900008001009,2021,total_group_quarters,0
020900008001010,2021,total_group_quarters,0
020900008001011,2021,total_group_quarters,0
020900008001012,2021,total_group_quarters,0
020900008001013,2021,total_group_quarters,0
020900008001014,2021,total_group_quarters,0
020900008001015,2021,total_group_quarters,0
020900008001016,2021,total_group_quarters,0
020900008001017,2021,total_group_quarters,0
020900008001018,2021,total_group_quarters,0
020900008001019,2021,total_group_quarters,0
020900008001020,2021,total_group_quarters,0
020900008001021,2021,total_group_quarters,0
020900008002000,2021,total_group_quarters,0
020900008002001,2021,total_group_quarters,0
020900008002002,2021,total_group_quarters,0
020900008002003,2021,total_group_quarters,0
020900008002004,2021,total_group_quarters,0
020900008002005,2021,total_group_quarters,0
020900008002006,2021,total_group_quarters,0
020900008002007,2021,total_group_quarters,0
020900008002008,2021,total_group_quarters,0
020900008002009,2021,total_group_quarters,0
020900008002010,2021,total_group_quarters,1
020900008002011,2021,total_group_quarters,0
020900008002012,2021,total_group_quarters,0
020900008002013,2021,total_group_quarters,0
020900008002014,2021,total_group_quarters,0
020900008002015,2021,total_group_quarters,0
020900008002016,2021,total_group_quarters,0
020900008002017,2021,total_group_quarters,0
020900008002018,2021,total_group_quarters,0
020900008002019,2021,total_group_quarters,0
020900008002020,2021,total_group_quarters,0
020900008003000,2021,total_group_quarters,0
020900008003001,2021,total_group_quarters,0
020900008003002,2021,total_group_quarters,0
020900008003003,2021,total_group_quarters,0
020900008003004,2021,total_group_quarters,0
020900008003005,2021,total_group_quarters,0
020900008003006,2021,total_group_quarters,1
020900008003007,2021,total_group_quarters,1
020900008003008,2021,total_group_quarters,1
020900008003009,2021,total_group_quarters,0
020900008003010,2021,total_group_quarters,1
020900008003011,2021,total_group_quarters,0
020900008003012,2021,total_group_quarters,0
020900008004000,2021,total_group_quarters,0
020900008004001,2021,total_group_quarters,0
020900008004002,2021,total_group_quarters,0
020900008004003,2021,total_group_quarters,0
020900008004004,2021,total_group_quarters,0
020900008004005,2021,total_group_quarters,0
020900008004006,2021,total_group_quarters,0
020900008004007,2021,total_group_quarters,0
020900008004008,2021,total_group_quarters,0
020900008004009,2021,total_group_quarters,0
020900008004010,2021,total_group_quarters,0
020900008004011,2021,total_group_quarters,0
020900008004012,2021,total_group_quarters,0
020900008004013,2021,total_group_quarters,0
020900008004014,2021,total_group_quarters,0
020900008004015,2021,total_group_quarters,0
020900009001000,2021,total_group_quarters,0
020900009001001,2021,total_group_quarters,0
020900009001002,2021,total_group_quarters,0
020900009001003,2021,total_group_quarters,0
020900009001004,2021,total_group_quarters,0
020900009001005,2021,total_group_quarters,0
020900009001006,2021,total_group_quarters,0
020900009001007,2021,total_group_quarters,0
020900009001008,2021,total_group_quarters,0
020900009001009,2021,total_group_quarters,0
020900009001010,2021,total_group_quarters,0
020900009001011,2021,total_group_quarters,0
020900009001012,2021,total_group_quarters,0
020900009001013,2021,total_group_quarters,0
020900009001014,2021,total_group_quarters,0
020900009001015,2021,total_group_quarters,0
020900009001016,2021,total_group_quarters,0
020900009001017,2021,total_group_quarters,0
020900009001018,2021,total_group_quarters,0
020900009001019,2021,total_group_quarters,0
020900009001020,2021,total_group_quarters,0
020900009001021,2021,total_group_quarters,0
020900009001022,2021,total_group_quarters,0
020900009001023,2021,total_group_quarters,0
020900009001024,2021,total_group_quarters,0
020900009001025,2021,total_group_quarters,0
020900009001026,2021,total_group_quarters,0
020900009001027,2021,total_group_quarters,0
020900009001028,2021,total_group_quarters,0
020900009001029,2021,total_group_quarters,0
020900009001030,2021,total_group_quarters,0
020900009001031,2021,total_group_quarters,0
020900009001032,2021,total_group_quarters,0
020900009001033,2021,total_group_quarters,0
020900009001034,2021,total_group_quarters,0
020900009001035,2021,total_group_quarters,0
020900009002000,2021,total_group_quarters,0
020900009002001,2021,total_group_quarters,0
020900009002002,2021,total_group_quarters,0
020900009002003,2021,total_group_quarters,0
020900009002004,2021,total_group_quarters,0
020900009002005,2021,total_group_quarters,0
020900009002006,2021,total_group_quarters,0
020900009002007,2021,total_group_quarters,0
020900009002008,2021,total_group_quarters,1
020900009002009,2021,total_group_quarters,0
020900009002010,2021,total_group_quarters,0
020900009002011,2021,total_group_quarters,0
020900009002012,2021,total_group_quarters,0
020900009002013,2021,total_group_quarters,0
020900009002014,2021,total_group_quarters,0
020900009002015,2021,total_group_quarters,0
020900009002016,2021,total_group_quarters,0
020900009002017,2021,total_group_quarters,0
020900009002018,2021,total_group_quarters,0
020900009002019,2021,total_group_quarters,0
020900009003000,2021,total_group_quarters,0
020900009003001,2021,total_group_quarters,0
020900009003002,2021,total_group_quarters,0
020900009003003,2021,total_group_quarters,0
020900009003004,2021,total_group_quarters,0
020900009003005,2021,total_group_quarters,0
020900009003006,2021,total_group_quarters,0
020900009003007,2021,total_group_quarters,0
020900009003008,2021,total_group_quarters,0
020900009003009,2021,total_group_quarters,0
020900009003010,2021,total_group_quarters,0
020900009003011,2021,total_group_quarters,0
020900009003012,2021,total_group_quarters,0
020900009003013,2021,total_group_quarters,0
020900009003014,2021,total_group_quarters,0
020900009003015,2021,total_group_quarters,0
020900009003016,2021,total_group_quarters,0
020900009003017,2021,total_group_quarters,0
020900009003018,2021,total_group_quarters,0
020900009003019,2021,total_group_quarters,0
020900009003020,2021,total_group_quarters,0
020900009003021,2021,total_group_quarters,0
020900009003022,2021,total_group_quarters,0
020900009003023,2021,total_group_quarters,0
020900009003024,2021,total_group_quarters,0
020900009003025,2021,total_group_quarters,0
020900009003026,2021,total_group_quarters,0
020900009003027,2021,total_group_quarters,0
020900009003028,2021,total_group_quarters,0
020900009003029,2021,total_group_quarters,0
020900009003030,2021,total_group_quarters,0
020900009003031,2021,total_group_quarters,0
020900009003032,2021,total_group_quarters,0
020900009003033,2021,total_group_quarters,0
020900009003034,2021,total_group_quarters,0
020900009003035,2021,total_group_quarters,0
020900010001000,2021,total_group_quarters,0
020900010001001,2021,total_group_quarters,0
020900010001002,2021,total_group_quarters,0
020900010001003,2021,total_group_quarters,0
020900010001004,2021,total_group_quarters,0
020900010001005,2021,total_group_quarters,0
020900010001006,2021,total_group_quarters,0
020900010001007,2021,total_group_quarters,0
020900010001008,2021,total_group_quarters,0
020900010001009,2021,total_group_quarters,0
020900010001010,2021,total_group_quarters,0
020900010001011,2021,total_group_quarters,0
020900010001012,2021,total_group_quarters,0
020900010001013,2021,total_group_quarters,0
020900010001014,2021,total_group_quarters,0
020900010001015,2021,total_group_quarters,0
020900010001016,2021,total_group_quarters,0
020900010001017,2021,total_group_quarters,0
020900010001018,2021,total_group_quarters,0
020900010001019,2021,total_group_quarters,0
020900010001020,2021,total_group_quarters,0
020900010001021,2021,total_group_quarters,0
020900010001022,2021,total_group_quarters,0
020900010001023,2021,total_group_quarters,0
020900010001024,2021,total_group_quarters,0
020900010001025,2021,total_group_quarters,0
020900010001026,2021,total_group_quarters,0
020900010001027,2021,total_group_quarters,0
020900010001028,2021,total_group_quarters,0
020900010001029,2021,total_group_quarters,0
020900010001030,2021,total_group_quarters,0
020900010001031,2021,total_group_quarters,0
020900010001032,2021,total_group_quarters,0
020900010001033,2021,total_group_quarters,0
020900010001034,2021,total_group_quarters,0
020900010001035,2021,total_group_quarters,0
020900010001036,2021,total_group_quarters,0
020900010001037,2021,total_group_quarters,0
020900010001038,2021,total_group_quarters,0
020900010001039,2021,total_group_quarters,0
020900010001040,2021,total_group_quarters,0
020900010001041,2021,total_group_quarters,0
020900010001042,2021,total_group_quarters,0
020900010001043,2021,total_group_quarters,0
020900010001044,2021,total_group_quarters,0
020900010001045,2021,total_group_quarters,0
020900010001046,2021,total_group_quarters,0
020900010001047,2021,total_group_quarters,0
020900010001048,2021,total_group_quarters,0
020900010001049,2021,total_group_quarters,0
020900010001050,2021,total_group_quarters,0
020900010001051,2021,total_group_quarters,0
020900010001052,2021,total_group_quarters,0
020900010001053,2021,total_group_quarters,0
020900010001054,2021,total_group_quarters,0
020900010001055,2021,total_group_quarters,0
020900010001056,2021,total_group_quarters,0
020900010001057,2021,total_group_quarters,0
020900010001058,2021,total_group_quarters,0
020900010001059,2021,total_group_quarters,0
020900010001060,2021,total_group_quarters,0
020900010001061,2021,total_group_quarters,0
020900010001062,2021,total_group_quarters,0
020900010001063,2021,total_group_quarters,0
020900010001064,2021,total_group_quarters,0
020900010001065,2021,total_group_quarters,0
020900010001066,2021,total_group_quarters,0
020900010001067,2021,total_group_quarters,0
020900010002000,2021,total_group_quarters,0
020900010002001,2021,total_group_quarters,0
020900010002002,2021,total_group_quarters,0
020900010002003,2021,total_group_quarters,0
020900010002004,2021,total_group_quarters,0
020900010002005,2021,total_group_quarters,0
020900010002006,2021,total_group_quarters,0
020900010002007,2021,total_group_quarters,0
020900010002008,2021,total_group_quarters,0
020900010002009,2021,total_group_quarters,1
020900010002010,2021,total_group_quarters,0
020900010002011,2021,total_group_quarters,1
020900010002012,2021,total_group_quarters,0
020900010002013,2021,total_group_quarters,0
020900010002014,2021,total_group_quarters,0
020900010002015,2021,total_group_quarters,0
020900010002016,2021,total_group_quarters,0
020900010002017,2021,total_group_quarters,0
020900010002018,2021,total_group_quarters,0
020900010002019,2021,total_group_quarters,0
020900010002020,2021,total_group_quarters,0
020900010002021,2021,total_group_quarters,0
020900010002022,2021,total_group_quarters,0
020900010002023,2021,total_group_quarters,0
020900010002024,2021,total_group_quarters,0
020900010002025,2021,total_group_quarters,0
020900010002026,2021,total_group_quarters,0
020900010002027,2021,total_group_quarters,0
020900010002028,2021,total_group_quarters,0
020900010002029,2021,total_group_quarters,0
020900010002030,2021,total_group_quarters,0
020900010002031,2021,total_group_quarters,0
020900010002032,2021,total_group_quarters,0
020900010002033,2021,total_group_quarters,0
020900010002034,2021,total_group_quarters,0
020900010002035,2021,total_group_quarters,0
020900010002036,2021,total_group_quarters,0
020900010002037,2021,total_group_quarters,0
020900010002038,2021,total_group_quarters,0
020900010002039,2021,total_group_quarters,0
020900010002040,2021,total_group_quarters,0
020900010002041,2021,total_group_quarters,0
020900010002042,2021,total_group_quarters,0
020900010002043,2021,total_group_quarters,0
020900010002044,2021,total_group_quarters,0
020900010002045,2021,total_group_quarters,0
020900010002046,2021,total_group_quarters,0
020900010002047,2021,total_group_quarters,0
020900010002048,2021,total_group_quarters,0
020900010002049,2021,total_group_quarters,0
020900010002050,2021,total_group_quarters,0
020900010002051,2021,total_group_quarters,0
020900010002052,2021,total_group_quarters,0
020900010002053,2021,total_group_quarters,0
020900010002054,2021,total_group_quarters,0
